Ref,Val,Package,PosX,PosY,Rot,Side
"C1","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",163.187380,-114.355880,270.000000,top
"C2","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",165.219380,-114.355880,270.000000,top
"C3","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",167.251380,-114.355880,270.000000,top
"C4","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",169.219880,-114.355880,270.000000,top
"C5","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",169.219880,-118.356380,90.000000,top
"C6","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",167.187880,-118.356380,90.000000,top
"C7","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",165.282880,-118.356380,90.000000,top
"C8","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",163.250880,-118.356380,90.000000,top
"C9","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",161.480500,-141.351000,270.000000,top
"C10","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",163.441380,-141.351000,270.000000,top
"C11","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",165.417500,-141.287500,270.000000,top
"C12","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",167.386000,-141.287500,270.000000,top
"C13","302010138","CP_EIA-1608-08_AVX-J",150.876000,-130.683000,0.000000,top
"C14","302010138","CP_EIA-1608-08_AVX-J",131.850000,-102.700000,0.000000,top
"C15","302010138","CP_EIA-1608-08_AVX-J",151.384000,-106.426000,0.000000,top
"C16","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",161.663380,-144.962880,90.000000,top
"C17","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",163.631880,-145.089880,90.000000,top
"C18","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",165.536880,-144.962880,90.000000,top
"C19","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",167.449500,-145.034000,90.000000,top
"C20","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",163.695380,-60.634880,270.000000,top
"C21","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",165.473380,-60.761880,270.000000,top
"C22","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",166.997380,-60.634880,270.000000,top
"C23","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",168.457880,-60.698380,270.000000,top
"C24","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",168.775380,-64.825880,90.000000,top
"C25","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",167.060880,-64.889380,90.000000,top
"C26","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",165.346380,-64.889380,90.000000,top
"C27","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",163.504880,-64.889380,90.000000,top
"C28","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",163.123880,-88.384380,270.000000,top
"C29","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",165.155880,-88.320880,270.000000,top
"C30","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",167.187880,-88.447880,270.000000,top
"C31","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",169.156380,-88.447880,270.000000,top
"C32","302010138","CP_EIA-1608-08_AVX-J",132.000000,-51.850000,0.000000,top
"C33","302010138","CP_EIA-1608-08_AVX-J",152.138380,-53.395880,0.000000,top
"C34","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",163.123880,-92.130880,90.000000,top
"C35","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",165.092380,-92.130880,90.000000,top
"C36","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",167.060880,-92.130880,90.000000,top
"C37","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",169.029380,-92.067380,90.000000,top
"C38","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",128.050000,-60.300000,270.000000,top
"C39","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",126.100000,-60.300000,270.000000,top
"C40","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",124.100000,-60.300000,270.000000,top
"C41","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",122.050000,-60.300000,270.000000,top
"C42","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",121.950000,-63.700000,90.000000,top
"C43","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",124.100000,-63.650000,90.000000,top
"C44","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",126.200000,-63.700000,90.000000,top
"C45","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",128.150000,-63.860380,90.000000,top
"C46","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",127.600000,-86.650000,270.000000,top
"C47","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",125.600000,-86.650000,270.000000,top
"C48","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",123.650000,-86.650000,270.000000,top
"C49","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",121.700000,-86.650000,270.000000,top
"C50","302010138","CP_EIA-1608-08_AVX-J",150.487380,-79.176880,0.000000,top
"C51","302010138","CP_EIA-1608-08_AVX-J",131.600000,-78.300000,0.000000,top
"C52","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",121.700000,-90.300000,90.000000,top
"C53","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",123.600000,-90.300000,90.000000,top
"C54","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",125.550000,-90.300000,90.000000,top
"C55","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",127.550000,-90.300000,90.000000,top
"C56","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",128.000000,-111.100000,270.000000,top
"C57","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",126.000000,-111.100000,270.000000,top
"C58","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",123.997380,-111.112380,270.000000,top
"C59","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",122.000000,-111.112380,270.000000,top
"C60","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",121.950000,-114.400000,90.000000,top
"C61","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",123.910880,-114.431380,90.000000,top
"C62","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",125.850000,-114.450000,90.000000,top
"C63","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",127.850000,-114.450000,90.000000,top
"C64","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",128.654380,-135.061880,270.000000,top
"C65","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",126.622380,-135.061880,270.000000,top
"C66","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",124.653880,-134.998380,270.000000,top
"C67","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",122.621880,-134.998380,270.000000,top
"C68","302010138","CP_EIA-1608-08_AVX-J",99.176840,-153.847800,180.000000,top
"C69","302010138","CP_EIA-1608-08_AVX-J",134.500000,-126.100000,0.000000,top
"C70","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",122.721880,-138.509380,90.000000,top
"C71","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",124.750000,-138.500000,90.000000,top
"C72","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",126.722380,-138.509380,90.000000,top
"C73","1nf 302010138 or ESD","CP_EIA-1608-08_AVX-J",128.690880,-138.509380,90.000000,top
"C74","302010138","CP_EIA-1608-08_AVX-J",102.750000,-51.700000,0.000000,top
"C75","302010138","CP_EIA-1608-08_AVX-J",99.100000,-75.775000,180.000000,top
"C76","302010138","CP_EIA-1608-08_AVX-J",99.375000,-114.525000,270.000000,top
"C77","302010138","CP_EIA-1608-08_AVX-J",101.402300,-91.176100,0.000000,top
"C78","CERAMIC-100NF-50V-10%-X7R_0603_","C_0603_1608Metric",174.282100,-205.105000,0.000000,top
"C79","302010138","CP_EIA-1608-08_AVX-J",99.475000,-133.825000,270.000000,top
"C80","302010138","CP_EIA-1608-08_AVX-J",99.623880,-189.730380,180.000000,top
"C81","302010138","CP_EIA-1608-08_AVX-J",102.163880,-167.695880,90.000000,top
"C86","CERAMIC-100NF-50V-10%-X7R_0603_","C_0603_1608Metric",170.116500,-202.298300,180.000000,top
"D1","BAV23A/Q","SOT-23",57.312880,-50.070000,0.000000,top
"D2","BAV23A/Q","SOT-23",58.928000,-83.280000,0.000000,top
"D3","BAV23A/Q","SOT-23",65.712880,-50.070000,0.000000,top
"D4","BAV23A/Q","SOT-23",67.212880,-83.280000,0.000000,top
"D5","BAV23A/Q","SOT-23",74.812880,-50.070000,0.000000,top
"D6","BAV23A/Q","SOT-23",75.712880,-83.280000,0.000000,top
"D7","BAV23A/Q","SOT-23",83.312880,-50.070000,0.000000,top
"D8","BAV23A/Q","SOT-23",84.712880,-83.280000,0.000000,top
"D9","BAV23A/Q","SOT-23",57.912880,-88.170000,180.000000,top
"D10","BAV23A/Q","SOT-23",58.862880,-121.380000,180.000000,top
"D11","BAV23A/Q","SOT-23",67.312880,-88.170000,180.000000,top
"D12","BAV23A/Q","SOT-23",67.512880,-121.380000,180.000000,top
"D13","BAV23A/Q","SOT-23",75.512880,-88.170000,180.000000,top
"D14","BAV23A/Q","SOT-23",75.612880,-121.380000,180.000000,top
"D15","BAV23A/Q","SOT-23",84.312880,-88.170000,180.000000,top
"D16","BAV23A/Q","SOT-23",84.662880,-121.380000,180.000000,top
"D17","BAV23A/Q","SOT-23",60.354380,-126.270000,0.000000,top
"D18","BAV23A/Q","SOT-23",59.412880,-159.480000,0.000000,top
"D19","BAV23A/Q","SOT-23",68.454380,-126.270000,0.000000,top
"D20","BAV23A/Q","SOT-23",68.362880,-159.480000,0.000000,top
"D21","BAV23A/Q","SOT-23",76.754380,-126.270000,0.000000,top
"D22","BAV23A/Q","SOT-23",78.112880,-159.480000,0.000000,top
"D23","BAV23A/Q","SOT-23",84.955380,-126.270000,0.000000,top
"D24","BAV23A/Q","SOT-23",86.812880,-159.480000,0.000000,top
"D25","BAV23A/Q","SOT-23",59.612880,-164.370000,180.000000,top
"D26","BAV23A/Q","SOT-23",57.812880,-197.580000,180.000000,top
"D27","BAV23A/Q","SOT-23",67.312880,-164.370000,180.000000,top
"D28","BAV23A/Q","SOT-23",67.312880,-197.580000,180.000000,top
"D29","BAV23A/Q","SOT-23",75.112880,-164.370000,180.000000,top
"D30","BAV23A/Q","SOT-23",75.012880,-197.580000,180.000000,top
"D31","BAV23A/Q","SOT-23",84.812880,-164.370000,180.000000,top
"D32","BAV23A/Q","SOT-23",83.412880,-197.580000,180.000000,top
"D33","SMD-LED-CLEAR-GREEN_0805_","R_0805_2012Metric",152.031700,-164.490400,0.000000,top
"Q1","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",61.362880,-50.070000,270.000000,top
"Q2","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",55.412880,-83.280000,90.000000,top
"Q3","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",70.612880,-50.070000,90.000000,top
"Q4","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",63.412880,-83.280000,90.000000,top
"Q5","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",65.074800,-64.230000,0.000000,top
"Q6","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",69.037200,-64.230000,0.000000,top
"Q7","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",65.074800,-69.120000,180.000000,top
"Q8","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",69.037200,-69.120000,180.000000,top
"Q9","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",57.150000,-64.230000,0.000000,top
"Q10","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",61.112400,-64.230000,0.000000,top
"Q11","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",57.150000,-69.120000,180.000000,top
"Q12","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",61.112400,-69.120000,180.000000,top
"Q13","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",78.862880,-50.070000,90.000000,top
"Q14","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",71.812880,-83.280000,90.000000,top
"Q15","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",87.012880,-50.070000,90.000000,top
"Q16","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",80.612880,-83.280000,90.000000,top
"Q17","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",80.924400,-64.230000,0.000000,top
"Q18","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",84.886800,-64.230000,0.000000,top
"Q19","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",80.924400,-69.120000,180.000000,top
"Q20","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",84.886800,-69.120000,180.000000,top
"Q21","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",72.999600,-64.230000,0.000000,top
"Q22","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",76.962000,-64.230000,0.000000,top
"Q23","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",72.999600,-69.120000,180.000000,top
"Q24","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",76.962000,-69.120000,180.000000,top
"Q25","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",54.262880,-90.058880,90.000000,top
"Q26","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",54.612880,-121.380000,90.000000,top
"Q27","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",62.062880,-88.170000,90.000000,top
"Q28","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",63.412880,-121.380000,90.000000,top
"Q29","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",65.074800,-102.330000,0.000000,top
"Q30","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",69.037200,-102.330000,0.000000,top
"Q31","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",65.074800,-107.220000,180.000000,top
"Q32","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",69.037200,-107.220000,180.000000,top
"Q33","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",56.896000,-102.330000,0.000000,top
"Q34","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",61.112400,-102.330000,0.000000,top
"Q35","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",57.150000,-107.220000,180.000000,top
"Q36","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",61.112400,-107.220000,180.000000,top
"Q37","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",71.712880,-88.170000,90.000000,top
"Q38","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",71.812880,-121.380000,90.000000,top
"Q39","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",79.812880,-88.170000,90.000000,top
"Q40","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",80.462880,-121.380000,90.000000,top
"Q41","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",80.924400,-102.330000,0.000000,top
"Q42","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",84.886800,-102.330000,0.000000,top
"Q43","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",80.924400,-107.220000,180.000000,top
"Q44","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",84.886800,-107.220000,180.000000,top
"Q45","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",72.999600,-102.330000,0.000000,top
"Q46","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",76.962000,-102.330000,0.000000,top
"Q47","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",72.999600,-107.220000,180.000000,top
"Q48","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",76.962000,-107.220000,180.000000,top
"Q49","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",57.015380,-126.270000,90.000000,top
"Q50","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",55.762880,-159.480000,90.000000,top
"Q51","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",64.889380,-126.270000,90.000000,top
"Q52","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",64.262880,-159.480000,90.000000,top
"Q53","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",65.074800,-140.430000,0.000000,top
"Q54","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",69.037200,-140.430000,0.000000,top
"Q55","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",65.112880,-145.320000,180.000000,top
"Q56","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",68.912880,-145.320000,180.000000,top
"Q57","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",56.896000,-140.430000,0.000000,top
"Q58","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",61.112400,-140.430000,0.000000,top
"Q59","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",57.150000,-145.320000,180.000000,top
"Q60","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",61.112880,-145.320000,180.000000,top
"Q61","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",73.144380,-126.270000,90.000000,top
"Q62","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",73.262880,-159.480000,90.000000,top
"Q63","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",80.700880,-126.270000,90.000000,top
"Q64","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",83.112880,-159.480000,90.000000,top
"Q65","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",81.012880,-140.430000,0.000000,top
"Q66","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",84.912880,-140.430000,0.000000,top
"Q67","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",80.912880,-145.320000,180.000000,top
"Q68","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",84.712880,-145.320000,180.000000,top
"Q69","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",72.999600,-140.430000,0.000000,top
"Q70","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",77.112880,-140.430000,0.000000,top
"Q71","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",72.912880,-145.320000,180.000000,top
"Q72","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",77.012880,-145.320000,180.000000,top
"Q73","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",55.912880,-164.370000,90.000000,top
"Q74","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",63.612880,-164.370000,90.000000,top
"Q75","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",65.074800,-178.530000,0.000000,top
"Q76","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",69.012880,-178.530000,0.000000,top
"Q77","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",65.212880,-183.420000,180.000000,top
"Q78","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",69.037200,-183.420000,180.000000,top
"Q79","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",57.212880,-178.530000,0.000000,top
"Q80","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",61.012880,-178.530000,0.000000,top
"Q81","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",57.612880,-183.420000,180.000000,top
"Q82","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",61.412880,-183.420000,180.000000,top
"Q83","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",71.412880,-164.370000,90.000000,top
"Q84","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",79.112880,-197.580000,90.000000,top
"Q85","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",80.512880,-164.370000,90.000000,top
"Q86","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",86.612880,-197.580000,90.000000,top
"Q87","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",80.912880,-178.530000,0.000000,top
"Q88","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",84.712880,-178.530000,0.000000,top
"Q89","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",80.912880,-183.420000,180.000000,top
"Q90","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",84.912880,-183.420000,180.000000,top
"Q91","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",73.012880,-178.530000,0.000000,top
"Q92","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",76.812880,-178.530000,0.000000,top
"Q93","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",73.012880,-183.420000,180.000000,top
"Q94","SMD-MOSFET-P-CH-VDC=30V-ID=4.3A-NCE3407A_SOT-23_","SOT-23",76.712880,-183.420000,180.000000,top
"Q95","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",62.612880,-197.580000,90.000000,top
"Q96","2N7002DW-7-F","SOT-363_SC-70-6_Handsoldering",71.112880,-197.580000,90.000000,top
"R1","DNP","R0603",156.888000,-53.150000,90.000000,top
"R2","DNP","R0603",158.475000,-75.325000,270.000000,top
"R3","DNP","R0603",159.575000,-79.325000,270.000000,top
"R4","DNP","R0603",148.950000,-50.263000,0.000000,top
"R5","DNP","R0603",146.875000,-50.275000,180.000000,top
"R6","DNP","R0603",142.600000,-82.100000,0.000000,top
"R7","DNP","R0603",140.350000,-78.750000,90.000000,top
"R8","DNP","R0603",145.775000,-47.300000,90.000000,top
"R9","R","R0603",158.275000,-130.550000,270.000000,top
"R10","R","R0603",154.825000,-77.250000,270.000000,top
"R11","DNP","R0603",152.831800,-161.544000,90.000000,top
"U2","74HC597","SO-16-N",155.059380,-112.387380,0.000000,top
"U3","74HC597","SO-16-N",154.559000,-137.033000,0.000000,top
"U4","74HC597","SO-16-N",155.821380,-59.364880,0.000000,top
"U5","74HC597","SO-16-N",154.360880,-85.209380,0.000000,top
"U6","74HC597","SO-16-N",135.828380,-58.525380,0.000000,top
"U7","74HC597","SO-16-N",135.279880,-84.604380,0.000000,top
"U8","74HC597","SO-16-N",135.631380,-108.569880,0.000000,top
"U9","74HC597","SO-16-N",138.172380,-132.218880,0.000000,top
"U10","74HC595D,118","SO-16-N",106.680000,-97.790000,0.000000,top
"U11","74HC595D,118","SO-16-N",106.680000,-116.840000,0.000000,top
"U12","74HC595D,118","SO-16-N",106.680000,-135.890000,0.000000,top
"U13","74HC595D,118","SO-16-N",106.680000,-154.940000,0.000000,top
"U14","74HC595D,118","SO-16-N",106.680000,-58.420000,0.000000,top
"U15","74HC595D,118","SO-16-N",106.680000,-78.740000,0.000000,top
"U16","74HC595D,118","SO-16-N",106.680000,-173.990000,0.000000,top
"U17","74HC595D,118","SO-16-N",106.680000,-193.040000,0.000000,top
"U18","AP1117-33","SOT-223-3_TabPin2",171.081700,-196.519800,90.000000,top
